doi,access_right,title
10.5061/dryad.sv0q9,open,"Data from: Method to assess the temporal persistence of potential biometric features: application to oculomotor, gait, face and brain structure databases"
10.5061/dryad.m2v4m,open,Data from: Using multiple imputation to estimate missing data in meta-regression
10.5061/dryad.z34tmpgb2,open,Data from: Stream microbial communities and ecosystem functioning show complex responses to multiple stressors in wastewater
10.5061/dryad.v43rd,open,Data from: A relaxed directional random walk model for phylogenetic trait evolution
10.5281/zenodo.4478478,restricted,Dataset related to the article-Fenretinide treatment accelerates atherosclerosis development in apoE‐deficient mice in spite of beneficial metabolic effects
10.5061/dryad.bnzs7h4bs,open,Analytical kinetic model of native tandem promoters in E. coli
10.5281/zenodo.3930832,open,Dataset - PONE-D-20-09507 - Usefulness of circulating miR-146a and miR-16-5p microRNAs as prognostic biomarkers in community-acquired pneumonia
10.5061/dryad.70rxwdbv0,open,Serum lipidomics in low-density lipoprotein receptor (LDLr) deficient mice on chow diet or Western-type Diet (WTD)
10.5281/zenodo.3948424,open,On the donor substrate dependence of group transfer reactions by hydrolytic enzymes: insight from kinetic analysis of sucrose phosphorylase-catalyzed transglycosylation
10.5281/zenodo.4718238,restricted,Bangla LPDB - A
10.5281/zenodo.4657314,open,SpikeInterface tutorial and results datasets
10.5281/zenodo.5082975,open,GWAS to single cell: Intersecting single-cell transcriptomics and genome wide association studies identifies crucial cell-populations and candidate genes for atherosclerosis.
10.6071/M3T376,open,Dataset for: Physics-informed neural networks with monotonicity constraints for Richardson-Richards equation: Estimation of constitutive relationships and soil water flux density from volumetric water content measurements by Toshiyuki Bandai and Teamrat A. Ghezzehei
10.5061/dryad.k6djh9w4w,open,Data from: Cis-regulatory differences in isoform expression associate with life history strategy variation in Atlantic salmon
10.5061/dryad.rfj6q57cg,open,Thermal plasticity of setae of the second limb of Daphnia
10.5061/dryad.brv15dv7n,open,Seasonal upwelling reduces herbivore control of tropical rocky intertidal algal communities
10.5061/dryad.tt367,open,Data from: Systematic analysis of complex genetic interactions
10.5061/dryad.kh6j6,open,Data from: Does primary productivity modulate the indirect effects of large herbivores? A global meta-analysis
10.5061/dryad.x0k6djhh9,open,An endangered bird calls less when invasive birds are calling
10.5281/zenodo.5118587,open,TAU-SEBin Binaural Sound Events 2021
10.5281/zenodo.5497723,open,Horizontal and vertical velocities in Ho Chi Minh city by Sentinel-1 radar interferometry
10.5281/zenodo.6359961,closed,Metataxonomics 16S rDNA of maize bulk and rhizospheric soil samples with seed bacterization with Azospirillum brasilense Ab-V5 in a dilution-to-extinction of native microbial diversity
10.5281/zenodo.3531786,open,Nonlinear imaging microscopy for assessing structural and photochemical modifications upon laser removal of dammar varnish on photosensitive substrates
10.5061/dryad.71r6q,open,Data from: Ecosystem response to interventions: lessons from restored and created wetland ecosystems
10.5281/zenodo.4744401,open,"Data from the publication ""Identification of dominant hydrological mechanisms using Bayesian inference, multiple statistical hypothesis testing and flexible models, WRR, doi: 10.1029/2020WR028338"""
10.5061/dryad.6jg71,open,Data from: Two influential primate classifications logically aligned
10.5281/zenodo.1343571,open,SHEMAT-Suite output directories for WRR manuscript 2018WR023374
10.5061/dryad.026cj63,open,Data from: Comparing radiomic classifiers and classifier ensembles for detection of peripheral zone prostate tumors on T2-weighted MRI: a multi-site study
10.5281/zenodo.1344394,open,PanDDA analysis of NUDT5 screened against DSPi poised fragment library
10.5061/dryad.1756f,open,Data from: Ecological intensification and arbuscular mycorrhizas: a meta-analysis of tillage and cover crop effects
10.5061/dryad.0vt4b8h0j,open,Data from: Isotopic niches of tropical birds reduced by anthropogenic impacts: A 100-year perspective
10.5281/zenodo.6377141,open,Transmission electron microscopy (TEM) image datasets of peptide / protein nanowire morphologies
10.5061/dryad.25pp406,open,Data from: Engineered action at a distance: blood-meal-inducible paralysis in Aedes aegypti
10.5281/zenodo.4471357,open,Traffic Detection Datasets
10.5061/dryad.47d7wm3g3,open,Data for effects of MeHg on avian lipid metabolism
10.5281/zenodo.4501982,open,Artefact for: Automatic Synthesis of Transiently Correct Network Updates via Petri Games
10.5281/zenodo.6310460,open,Global Lagrangian dataset of Marine litter
10.5061/dryad.w9ghx3fnp,open,Drivers of black grouse trends in the French Alps
10.5061/dryad.6t1g1jx0m,open,Adaptive potential of Coffea canephora from Uganda in response to climate change
10.5281/zenodo.4778047,open,Dataset - A genome-scale metabolic model of Saccharomyces cerevisiae that integrates expression constraints and reaction thermodynamics
10.5281/zenodo.5732995,open,Whole-cell modeling in yeast predicts compartment-specific proteome constraints that drive metabolic strategies
10.7280/D1595V,open,Annual Ice Velocity of the Greenland Ice Sheet (2001-2010)
10.5281/zenodo.5017032,open,Machine learning based multi-scale remodelling code
10.5061/dryad.326qs26,open,"Data from: A comprehensive mathematical model of motor unit pool organization, surface electromyography and force generation"
10.5061/dryad.3tf4mt4,open,"Data from: Synthesizing the effects of large, wild herbivore exclusion on ecosystem function"
10.5281/zenodo.6131579,open,Myctobase
10.5061/dryad.50jf82v,open,"Data from: ""The CarP‐N neutral Project"": removal, processing and reuse of invasive fish in local terrestrial conservation projects"
10.5061/dryad.bg79cnp78,open,A comprehensive index for threatened biodiversity valuation
10.5061/dryad.vmcvdncvj,open,Data from: Opposite effects of nutrient enrichment and an invasive snail on the growth of invasive and native macrophytes
10.5281/zenodo.5113055,open,"Data archive for paper ""Machine Learning Emulation of 3D Cloud Radiative Effects"""
10.5281/zenodo.5081988,open,Starmen longitudinal
10.5061/dryad.59zw3r23d,open,Data from Soil chemistry turned upside down: a meta-analysis of invasive earthworm effects on soil chemical properties
10.5281/zenodo.4805341,open,Optimised household consumption profiles through a smart building energy mangement system TABEDE
10.5061/dryad.2bvq83bkx,open,Diversification in evolutionary arenas – assessment and synthesis
10.5061/dryad.v41ns1rx2,open,Effects of L-valine in layer diets containing 0.72% isoleucine
10.34777/r7zr-ef05,open,"PSF Estimation and deconvolution: models, microscopy images, and datasets"
10.5061/dryad.7c834db,open,Data from: Extreme site fidelity as an optimal strategy in an unpredictable and homogeneous environment
10.5061/dryad.h18931zjr,open,Replaying the evolutionary tape to investigate subgenome dominance in allopolyploid Brassica napus
10.6078/D19Q3F,open,Gold Nanorods with PEG-Alkanethiol Ligands Etching in Graphene Liquid Cell Electron Microscopy-38 mM FeCl3
10.5061/dryad.3ffbg79hf,open,"Hull fouling marine invasive species pose a very low, but plausible, risk of introduction to East Antarctica in climate change scenarios"
10.5281/zenodo.5763925,open,"Research Data Supporting ""Electrostatic co-assembly of nanoparticles with oppositely charged small molecules into static and dynamic superstructures"""
10.7280/D1GW91,open,Annual Ice Velocity of the Greenland Ice Sheet (1991-2000)
10.5281/zenodo.4555807,open,"Kinetic modeling of phosphorylase-catalyzed iterative β-1,4-glycosylation for degree of polymerization-controlled synthesis of soluble cello-oligosaccharides"
10.5281/zenodo.5078454,open,Catechol[4]arene: The Missing Chiral Member of the Calix[4]arene Family
10.5281/zenodo.3738380,open,"Dataset from ""Subsurface Structure at the InSight landing site from compliance measurements by seismic and meteorological experiments"""
10.5281/zenodo.4335814,open,Long-Term Stable Metal Organic Framework (MOF) Based Mixed Matrix Membranes for Ultrafiltration
10.5281/zenodo.5013687,open,Identification of a Pathway for Electron Uptake in Shewanella oneidensis
10.5281/zenodo.3903066,open,CURE-TSR: Challenging Unreal and Real Environments for Traffic Sign Recognition
10.5281/zenodo.4701174,open,Vision-based Neural Scene Representations for Spacecraft dataset
10.5281/zenodo.3888509,open,CURE-OR: Challenging Unreal and Real Environments for Object Recognition
10.5061/dryad.wwpzgmsgf,open,Data from: Gut microbiome critically impacts PCB-induced changes in metabolic fingerprints and the hepatic transcriptome in mice
10.5061/dryad.37pvmcvff,open,Population structure and genetic diversity of sheep breeds in the Kyrgyzstan
10.5281/zenodo.1283312,open,"3D Dataset ""Computation of Exact g-Factor Maps in 3D GRAPPA Reconstructions"""
10.5061/dryad.08kprr532,open,Rewetting does not return drained fen peatlands to their old selves
10.6078/D1CH64,open,Data from: The utility of information flow in formulating discharge forecast models: a case study from an arid snow-dominated catchment
10.7280/D1MM37,open,Annual Ice Velocity of the Greenland Ice Sheet (1972-1990)
10.5281/zenodo.5233840,open,RailEnV-PASMVS: a dataset for multi-view stereopsis training and reconstruction applications
10.5281/zenodo.5006116,embargoed,"TERMINUS WP4 Enzyme immobilization, protection, and triggering. TASK 4.1 TASK 4.2 Experimental data – Hydrolytic enzyme immobilization and triggering"
10.5061/dryad.m7n455k0,open,Data from: Best practices for justifying fossil calibrations
10.5281/zenodo.1244111,open,PanDDA analysis of NUDT7 screened against DSPL and OxXChem fragment libraries
10.5281/zenodo.5807367,restricted,"Dataset related to article ""Circulating and synovial Pentraxin-3 (PTX3) expression levels correlate with rheumatoid arthritis severity and tissue infiltration indepndently of comventional treatements response."""
10.5281/zenodo.5886744,open,Data and codes related to the article: Horner et al. Streamflow uncertainty due to the limited sensitivity of controls at hydrometric stations
10.5281/zenodo.3939033,open,Classify on the Clock (CloCk) - An Entry Level Image Data Set for Neural Networks
10.34777/gmc4-v249,restricted,VoicePA
10.5061/dryad.634d24h,open,"Data from: The sugarcane mitochondrial genome: assembly, phylogenetics and transcriptomics"
10.5061/dryad.bh276,open,Data from: Transcriptome analysis of 20 taxonomically related benzylisoquinoline alkaloid-producing plants
10.5281/zenodo.2599196,open,"TAU Spatial Sound Events 2019 - Ambisonic and Microphone Array, Development Datasets"
10.5281/zenodo.3904389,open,A Replication Dataset for Fundamental Frequency Estimation
10.5281/zenodo.3909487,open,CO2 conversion in nonuniform discharges: disentangling dissociation and recombination mechanisms
10.5281/zenodo.1906658,open,"Coordinates for pairs of neighbouring MODIS pixels containing dense and sparse land cover in New South Wales, Australia"
10.5061/dryad.4291s,open,Data from: A global genetic interaction network maps a wiring diagram of cellular function
10.5061/dryad.w3r2280mj,open,Data from: Size-dependent sensitivity of stream amphipods indicates population-level responses to chemical pollution
10.5281/zenodo.999150,open,The RE-Europe data set
10.5281/zenodo.2540525,open,Experimental–Computational Analysis of Nucleation Sites for Primary Static Recrystallization
10.5061/dryad.p32p0,open,Data from: Exploring photosymbiotic ecology of planktic foraminifers from chamber-by-chamber isotopic history of individual foraminifers
10.5061/dryad.1rn8pk0qm,open,Data from: Population genomic diversity and structure at the discontinuous southern range of the Great Gray Owl in North America
10.5061/dryad.m0cfxpp0m,open,Plant volatiles induced by herbivore eggs prime defenses and mediate shifts in the reproductive strategy of receiving plants
10.5281/zenodo.19187,open,Artificial datasets for online Declare discovery
10.5281/zenodo.2630385,open,Task graphs for benchmarking schedulers
10.7280/D11H3X,open,Annual Ice Velocity of the Greenland Ice Sheet (2010-2017)
10.5281/zenodo.5172018,open,GDB Databases
10.5281/zenodo.3943700,open,Developing a deep Learning network to retrieve ocean hydrographic profiles in the North Atlantic from combined satellite and in situ measurements: test datasets.
10.5281/zenodo.4390084,open,High-resolution inundation dataset for coastal India and Bangladesh
10.5281/zenodo.5839045,open,"TransProteus, Predicting 3D shapes, masks, and properties of materials, liquids, and objects inside transparent containers from images"
10.5281/zenodo.5614101,open,Probabilistic-deterministic storm surge return level dataset for the Bengal delta
10.5281/zenodo.5588496,open,Supraglacial lakes and channels in West Antarctica and Antarctic Peninsula during January 2017 - Landsat-8 Group 2
10.5281/zenodo.3368667,open,USGS Table AHG Parameters And Supplementary Data MannN
10.5281/zenodo.5589494,open,Supraglacial lakes and channels in West Antarctica and Antarctic Peninsula during January 2017 - Sentinel-2 Group 1
10.5281/zenodo.5589460,open,Supraglacial lakes and channels in West Antarctica and Antarctic Peninsula during January 2017 - Landsat-8 Group 1
10.5281/zenodo.5589522,open,Supraglacial lakes and channels in West Antarctica and Antarctic Peninsula during January 2017 - Sentinel-2 Group 2
10.5281/zenodo.3368663,open,USGS Table AHG Parameters And Supplementary Data
10.5281/zenodo.5589525,open,Supraglacial lakes and channels in West Antarctica and Antarctic Peninsula during January 2017 - Maximum Extent
10.5281/zenodo.4898710,open,Computational Supporting Information for Methane Adsorption on Heteroatom-Modified Maquettes of Porous Carbon Surfaces
10.5281/zenodo.5642755,open,Supraglacial lakes and channels in West Antarctica and Antarctic Peninsula during January 2017
10.5061/dryad.73n5tb2vv,open,Light and temperature measurements and untargeted proteomic measurements
10.5061/dryad.83bk3j9nr,open,Data from: Volatile fatty acid and aldehyde abundances evolve with behavior and habitat temperature in Sceloporus lizards
10.5281/zenodo.6387880,open,STARSS22: Sony-TAu Realistic Spatial Soundscapes 2022 dataset
10.5281/zenodo.4570303,open,Mullus surmuletus environmental DNA intraspecific metabarcoding Next-Generation Sequencing data
10.5281/zenodo.6323251,open,Diverse Topologies for Evaluation of Geometric Similarity Metrics
10.5281/zenodo.4018840,restricted,EDS and XRD analysis of medieval ceramics from Beaupréau-en-Mauges (France)
10.5061/dryad.9p8cz8wf7,open,Ligand-dependent effects of methionine-8 oxidation in parathyroid hormone peptide analogs
10.5281/zenodo.5205565,open,Protein Identification by Nanopore Peptide Profiling
10.5281/zenodo.3531893,open,"Losing Ground 6, Annual Land Cover Products for Massachusetts."
10.5281/zenodo.5779411,open,Kyoushi Log Data Set
10.5061/dryad.zgmsbcc84,open,Novel hybrid finds a peri-urban niche: Allen's Hummingbirds in southern California
10.5061/dryad.39h5m,open,Data from: Natural variation in preparation for nutrient depletion reveals a cost-benefit tradeoff
10.5061/dryad.jdfn2z3bd,open,Liquid chromatography tandem mass spectrometry of AMPA receptor containing vesicles
10.5061/dryad.1g1jwstvm,open,How hydrological connectivity regulates the plant recovery process in salt marshes
10.5061/dryad.g1jwstqmw,open,Ant cuticular hydrocarbons are heritable and associated with variation in colony productivity
10.5281/zenodo.4264796,open,AIT Log Data Set V1.1
10.5281/zenodo.4926528,open,SCEC Community Geodetic Model (CGM)
10.5061/dryad.3bk3j9kf4,open,Data from: Methane emission offsets carbon dioxide uptake in a small productive lake
10.5281/zenodo.4031646,open,Lamb et al. (2020): Global Whole Lithosphere Isostasy datasets
10.5281/zenodo.4642005,open,L3DAS21 Challenge
10.5281/zenodo.5130612,open,PSML: A Multi-scale Time-series Dataset for Machine Learning in Decarbonized Energy Grids (Dataset)
10.5061/dryad.crjdfn34d,open,Movement data of barnacle Chelonibia testudinaria
10.5061/dryad.80gb5mknf,open,Radiation of tropical island bees and the role of phylogenetic niche conservatism as an important driver of biodiversity
10.6071/M3TT2J,open,Pronghorn (Antilocapra americana) enamel phosphate δ18O values reflect climate seasonality: implications for paleoclimate reconstruction
10.7280/D10D4Z,open,Phase-Based Antarctica Ice Velocity Map
10.5281/zenodo.582651,open,"MARSIS surface clutter simulations over Lucus Planun, Mars"
10.5061/dryad.ttdz08kw6,open,Variation in plant leaf traits affects transmission and detectability of herbivore vibrational cues
10.5061/dryad.kj666,open,"Data from: Diverse mechanisms of metaeffector activity in an intracellular bacterial pathogen, Legionella pneumophila"
10.5281/zenodo.4706907,open,Stereo Instances on Surfaces (STIOS)
10.5281/zenodo.4590294,open,Virtual cohort of adult healthy four-chamber heart meshes from CT images
10.5061/dryad.gf1vhhmn9,open,Adaptive trait syndromes along multiple economic spectra define cold and warm adapted ecotypes in a widely distributed foundation tree species
10.5281/zenodo.3611240,open,Hyperspectral imagery Research Products - Toulouse urban area 2015 (French ANR HYEP project)
10.5281/zenodo.5789064,open,AIT Log Data Set V2.0
10.5281/zenodo.4593739,open,Virtual cohort of extreme and average four-chamber heart meshes from statistical shape model
10.5281/zenodo.6321327,open,Deformation composite of the RADARSAT Geophysical Processor System (RGPS) Lagrangian motion data
10.5061/dryad.7wm37pvpp,open,Genomic and phenotypic evolution of Escherichia coli in a novel citrate-only resource environment
10.5281/zenodo.2625460,open,High resolution Sea Surface Wind retrieval over coastal Protected Areas by means of Sentinel-1 data
10.5061/dryad.s1rn8pk7d,open,Boreal aspen understory diversity along a continental gradient
10.5061/dryad.sk81k,open,"Data from: Towards a self-updating platform for estimating rates of speciation and migration, ages, and relationships of taxa"
10.5061/dryad.88tj450,open,Data from: The evolutionary origins of the cat attractant nepetalactone in catnip
10.5281/zenodo.16565,open,"RAPID input and output files corresponding to ""River Network Routing on the NHDPlus Dataset"""
10.5061/dryad.8cz8w9gnk,open,Data from: Ocean acidification induces subtle shifts in gene expression and DNA methylation in mantle tissue of the Eastern oyster (Crassostrea virginica)
