doi,access_right,title,description
10.5281/zenodo.5544782,open,PatchFlow v1.0 age-stratified networks LVA,Age-stratified synthetic mobility networks for LVA
10.5281/zenodo.5544828,open,PatchFlow v1.0 age-stratified networks POL,Age-stratified synthetic mobility networks for POL
10.5281/zenodo.5544774,open,PatchFlow v1.0 age-stratified networks LKA,Age-stratified synthetic mobility networks for LKA
10.5281/zenodo.5544603,open,PatchFlow v1.0 age-stratified networks AUS,Age-stratified synthetic mobility networks for AUS
10.5281/zenodo.5544716,open,PatchFlow v1.0 age-stratified networks HTI,Age-stratified synthetic mobility networks for HTI
10.5281/zenodo.5544908,open,PatchFlow v1.0 age-stratified networks WSM,Age-stratified synthetic mobility networks for WSM
10.5281/zenodo.5544623,open,PatchFlow v1.0 age-stratified networks BIH,Age-stratified synthetic mobility networks for BIH
10.5281/zenodo.5544749,open,PatchFlow v1.0 age-stratified networks JPN,Age-stratified synthetic mobility networks for JPN
10.5281/zenodo.5544910,open,PatchFlow v1.0 age-stratified networks XAD,Age-stratified synthetic mobility networks for XAD
10.5281/zenodo.5544611,open,PatchFlow v1.0 age-stratified networks BEN,Age-stratified synthetic mobility networks for BEN
10.5281/zenodo.5544735,open,PatchFlow v1.0 age-stratified networks IRQ,Age-stratified synthetic mobility networks for IRQ
10.5281/zenodo.5544595,open,PatchFlow v1.0 age-stratified networks ARE,Age-stratified synthetic mobility networks for ARE
10.5281/zenodo.5544870,open,PatchFlow v1.0 age-stratified networks SYR,Age-stratified synthetic mobility networks for SYR
10.5281/zenodo.5544922,open,PatchFlow v1.0 age-stratified networks ZWE,Age-stratified synthetic mobility networks for ZWE
10.5281/zenodo.5544810,open,PatchFlow v1.0 age-stratified networks NIC,Age-stratified synthetic mobility networks for NIC
10.5281/zenodo.5544621,open,PatchFlow v1.0 age-stratified networks BHS,Age-stratified synthetic mobility networks for BHS
10.5281/zenodo.5544663,open,PatchFlow v1.0 age-stratified networks DEU,Age-stratified synthetic mobility networks for DEU
10.5281/zenodo.5544757,open,PatchFlow v1.0 age-stratified networks KGZ,Age-stratified synthetic mobility networks for KGZ
10.5281/zenodo.5544648,open,PatchFlow v1.0 age-stratified networks CHN,Age-stratified synthetic mobility networks for CHN
10.5281/zenodo.5544918,open,PatchFlow v1.0 age-stratified networks ZAF,Age-stratified synthetic mobility networks for ZAF
10.5281/zenodo.5544862,open,PatchFlow v1.0 age-stratified networks SVK,Age-stratified synthetic mobility networks for SVK
10.5281/zenodo.5544654,open,PatchFlow v1.0 age-stratified networks COL,Age-stratified synthetic mobility networks for COL
10.5281/zenodo.5544876,open,PatchFlow v1.0 age-stratified networks TJK,Age-stratified synthetic mobility networks for TJK
10.5281/zenodo.5544844,open,PatchFlow v1.0 age-stratified networks SAU,Age-stratified synthetic mobility networks for SAU
10.5281/zenodo.5544656,open,PatchFlow v1.0 age-stratified networks CRI,Age-stratified synthetic mobility networks for CRI
10.5281/zenodo.5544808,open,PatchFlow v1.0 age-stratified networks NGA,Age-stratified synthetic mobility networks for NGA
10.5281/zenodo.5544792,open,PatchFlow v1.0 age-stratified networks MNE,Age-stratified synthetic mobility networks for MNE
10.5281/zenodo.5544753,open,PatchFlow v1.0 age-stratified networks KAZ,Age-stratified synthetic mobility networks for KAZ
10.5281/zenodo.5544741,open,PatchFlow v1.0 age-stratified networks ISR,Age-stratified synthetic mobility networks for ISR
10.5281/zenodo.5544665,open,PatchFlow v1.0 age-stratified networks DNK,Age-stratified synthetic mobility networks for DNK
10.5281/zenodo.5544710,open,PatchFlow v1.0 age-stratified networks HKG,Age-stratified synthetic mobility networks for HKG
10.5281/zenodo.5544747,open,PatchFlow v1.0 age-stratified networks JOR,Age-stratified synthetic mobility networks for JOR
10.5281/zenodo.5544842,open,PatchFlow v1.0 age-stratified networks RWA,Age-stratified synthetic mobility networks for RWA
10.5281/zenodo.5544690,open,PatchFlow v1.0 age-stratified networks GBR,Age-stratified synthetic mobility networks for GBR
10.5281/zenodo.5544755,open,PatchFlow v1.0 age-stratified networks KEN,Age-stratified synthetic mobility networks for KEN
10.5281/zenodo.5544886,open,PatchFlow v1.0 age-stratified networks TWN,Age-stratified synthetic mobility networks for TWN
10.5281/zenodo.5544906,open,PatchFlow v1.0 age-stratified networks VUT,Age-stratified synthetic mobility networks for VUT
10.5281/zenodo.5544609,open,PatchFlow v1.0 age-stratified networks BEL,Age-stratified synthetic mobility networks for BEL
10.5281/zenodo.5544682,open,PatchFlow v1.0 age-stratified networks FIN,Age-stratified synthetic mobility networks for FIN
10.5281/zenodo.5544700,open,PatchFlow v1.0 age-stratified networks GIN,Age-stratified synthetic mobility networks for GIN
10.5281/zenodo.5544759,open,PatchFlow v1.0 age-stratified networks KHM,Age-stratified synthetic mobility networks for KHM
10.5281/zenodo.5544868,open,PatchFlow v1.0 age-stratified networks SYC,Age-stratified synthetic mobility networks for SYC
10.5281/zenodo.5544872,open,PatchFlow v1.0 age-stratified networks THA,Age-stratified synthetic mobility networks for THA
10.5281/zenodo.5544638,open,PatchFlow v1.0 age-stratified networks BTN,Age-stratified synthetic mobility networks for BTN
10.5281/zenodo.5544632,open,PatchFlow v1.0 age-stratified networks BOL,Age-stratified synthetic mobility networks for BOL
10.5281/zenodo.5544812,open,PatchFlow v1.0 age-stratified networks NLD,Age-stratified synthetic mobility networks for NLD
10.5281/zenodo.5544894,open,PatchFlow v1.0 age-stratified networks URY,Age-stratified synthetic mobility networks for URY
10.5281/zenodo.5544692,open,PatchFlow v1.0 age-stratified networks GEO,Age-stratified synthetic mobility networks for GEO
10.5281/zenodo.5544686,open,PatchFlow v1.0 age-stratified networks FJI,Age-stratified synthetic mobility networks for FJI
10.5281/zenodo.5544896,open,PatchFlow v1.0 age-stratified networks USA,Age-stratified synthetic mobility networks for USA
10.5281/zenodo.5544892,open,PatchFlow v1.0 age-stratified networks UKR,Age-stratified synthetic mobility networks for UKR
10.5281/zenodo.5544733,open,PatchFlow v1.0 age-stratified networks IRN,Age-stratified synthetic mobility networks for IRN
10.5281/zenodo.5544780,open,PatchFlow v1.0 age-stratified networks LUX,Age-stratified synthetic mobility networks for LUX
10.5281/zenodo.5544878,open,PatchFlow v1.0 age-stratified networks TLS,Age-stratified synthetic mobility networks for TLS
10.5281/zenodo.5544856,open,PatchFlow v1.0 age-stratified networks SRB,Age-stratified synthetic mobility networks for SRB
10.5281/zenodo.5544658,open,PatchFlow v1.0 age-stratified networks CYP,Age-stratified synthetic mobility networks for CYP
10.5281/zenodo.5544640,open,PatchFlow v1.0 age-stratified networks BWA,Age-stratified synthetic mobility networks for BWA
10.5281/zenodo.5544884,open,PatchFlow v1.0 age-stratified networks TUR,Age-stratified synthetic mobility networks for TUR
10.5281/zenodo.5544673,open,PatchFlow v1.0 age-stratified networks EGY,Age-stratified synthetic mobility networks for EGY
10.5281/zenodo.5544834,open,PatchFlow v1.0 age-stratified networks QAT,Age-stratified synthetic mobility networks for QAT
10.5281/zenodo.5544634,open,PatchFlow v1.0 age-stratified networks BRA,Age-stratified synthetic mobility networks for BRA
10.5281/zenodo.5544880,open,PatchFlow v1.0 age-stratified networks TON,Age-stratified synthetic mobility networks for TON
10.5281/zenodo.5544814,open,PatchFlow v1.0 age-stratified networks NPL,Age-stratified synthetic mobility networks for NPL
10.5281/zenodo.5544625,open,PatchFlow v1.0 age-stratified networks BLR,Age-stratified synthetic mobility networks for BLR
10.5281/zenodo.5544770,open,PatchFlow v1.0 age-stratified networks LBR,Age-stratified synthetic mobility networks for LBR
10.5281/zenodo.5544675,open,PatchFlow v1.0 age-stratified networks ESP,Age-stratified synthetic mobility networks for ESP
10.5281/zenodo.5544720,open,PatchFlow v1.0 age-stratified networks IDN,Age-stratified synthetic mobility networks for IDN
10.5281/zenodo.5544731,open,PatchFlow v1.0 age-stratified networks IRL,Age-stratified synthetic mobility networks for IRL
10.5281/zenodo.5544854,open,PatchFlow v1.0 age-stratified networks SLV,Age-stratified synthetic mobility networks for SLV
10.5281/zenodo.5544646,open,PatchFlow v1.0 age-stratified networks CHL,Age-stratified synthetic mobility networks for CHL
10.5281/zenodo.5544615,open,PatchFlow v1.0 age-stratified networks BGD,Age-stratified synthetic mobility networks for BGD
10.5281/zenodo.5544669,open,PatchFlow v1.0 age-stratified networks DZA,Age-stratified synthetic mobility networks for DZA
10.5281/zenodo.5544866,open,PatchFlow v1.0 age-stratified networks SWE,Age-stratified synthetic mobility networks for SWE
10.5281/zenodo.5544850,open,PatchFlow v1.0 age-stratified networks SLB,Age-stratified synthetic mobility networks for SLB
10.5281/zenodo.5544599,open,PatchFlow v1.0 age-stratified networks ARM,Age-stratified synthetic mobility networks for ARM
10.5281/zenodo.5544818,open,PatchFlow v1.0 age-stratified networks OMN,Age-stratified synthetic mobility networks for OMN
10.5281/zenodo.5544617,open,PatchFlow v1.0 age-stratified networks BGR,Age-stratified synthetic mobility networks for BGR
10.5281/zenodo.5544790,open,PatchFlow v1.0 age-stratified networks MLT,Age-stratified synthetic mobility networks for MLT
10.5281/zenodo.5544902,open,PatchFlow v1.0 age-stratified networks VNM,Age-stratified synthetic mobility networks for VNM
10.5281/zenodo.5544619,open,PatchFlow v1.0 age-stratified networks BHR,Age-stratified synthetic mobility networks for BHR
10.5281/zenodo.5544888,open,PatchFlow v1.0 age-stratified networks TZA,Age-stratified synthetic mobility networks for TZA
10.5061/dryad.53b6n5f,open,Data from: Construction and characterization of synthetic bacterial community for experimental ecology and evolution,"Experimental microbial ecology and evolution have yielded foundational insights into ecological and evolutionary processes using simple microcosm setups and phenotypic assays with one- or two-species model systems. The fields are now increasingly incorporating more complex systems and exploration of the molecular basis of observations. For this purpose, simplified, manageable and well-defined multispecies model systems are required that can be easily investigated using culturing and high-throughput sequencing approaches, bridging the gap between simpler and more complex synthetic or natural systems. Here we address this need by constructing a completely synthetic 33 bacterial strain community that can be cultured in simple laboratory conditions. We provide whole-genome data for all the strains as well as metadata about genomic features and phenotypic traits that allow resolving individual strains by amplicon sequencing and facilitate a variety of envisioned mechanistic studies. We further show that a large proportion of the strains exhibit coexistence in co-culture over serial transfer for 48 days in the absence of any experimental manipulation to maintain diversity. The constructed bacterial community can be a valuable resource in future experimental work."
10.5281/zenodo.5016323,open,Synthetic data for the Bourbonnais,<p>Synthetic data produced using a system dynamics model for beef production systems in the Bourbonnais France.</p>
10.5281/zenodo.573986,open,District of Columbia Synthetic Ecosystem,"District of Columbia synthetic population dataset consisting of tables for persons, households, schools, and workplaces.  This dataset was created by the SPEW program from 2010 ACS SF 5-Year counts;  2010 US TIGER Roads; ACS PUMS 1-Year micro data; 2013 and 2011 NCES schools; and 2009 ESRI workplaces."
